stamp,sample_frame_count,joint1,joint2,joint3,joint4,joint5,joint6,joint7,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,joint5_velocity,joint6_velocity,joint7_velocity,joint1_effort,joint2_effort,joint3_effort,joint4_effort,joint5_effort,joint6_effort,joint7_effort,joint1_effort_stddev,joint2_effort_stddev,joint3_effort_stddev,joint4_effort_stddev,joint5_effort_stddev,joint6_effort_stddev,joint7_effort_stddev
1785211747.7507608,51,0.06952214241027832,0.07718849182128906,-0.2165203094482422,-1.2899705171585083,-0.7501790523529053,1.3292596340179443,0.5907235145568848,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.20101079753800935,-0.6859631257898667,-8.20541550131405,0.9022622388951919,-0.005731844434551164,0.3262658867181516,-0.002542547151154163,0.005060294653731235,0.004358926660245325,0.004875785441472989,0.005119185970849785,0.0017451330647681395,0.0008560954051137791,0.0012841685208543115
1785211766.8506174,50,-0.3123469352722168,0.4064488410949707,-0.6641268730163574,-0.5722289085388184,0.24708914756774902,0.0752718448638916,0.538210391998291,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.6691093444824219,-5.192673969268799,-8.684737396240234,-0.8290108680725098,-1.6536265373229981,0.49509153366088865,0.04249083995819092,0.0,0.0029305458068847657,0.004785094060055792,0.002367041072471898,0.004417730323157538,0.00198748178693461,0.0015014020896585007
1785211774.3505883,51,-0.42647647857666016,0.37722158432006836,-0.30190181732177734,-0.5775783202227425,0.03828263282775879,0.35326504707336426,0.6716010570526123,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.5404002993714576,-3.6698023104200175,-7.798798355401731,-0.7834950989367915,-1.6771814869899375,0.5615887174419328,-0.07054516848395853,0.005707551201123313,0.003878746607829208,0.002904831874077742,0.0025884506389428187,0.007458100948642744,0.0016996478283612657,0.0016623065968865635
1785211783.7506013,51,-0.24133944511413574,-0.1994631290435791,-0.43260955810546875,-0.529106855392456,0.11312341690063477,0.10814046859741211,0.6832921504974365,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,-0.5352290658389821,2.6667627446791706,-8.598051052467495,-0.4030596976186715,-1.368713808994667,0.426818894404991,-0.04612512681998458,0.0044505282493878945,0.004882827259345831,0.007756405794589473,0.0032591521647988213,0.003095879611389605,0.0022290539251857496,0.0017285471587667658
1785211813.2506604,50,-0.27995753288269043,-0.16573238372802734,-0.15001678466796875,-2.152027130126953,-0.42408084869384766,1.0151398181915283,-0.142350435256958,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.14046379089355468,1.5003664016723632,-8.980512771606445,0.9539341735839844,0.3914728546142578,0.5767032623291015,-0.03674723625183105,0.003174072316752682,0.0029302597045898437,0.006945558554225267,0.004503456759851877,0.0028021000926741423,0.0010256494811538984,0.001138330569143435
1785211819.6505916,51,-0.7783520221710205,-0.21546626091003418,0.2822573184967041,-1.9642069339752197,-0.10442205036387724,1.1331984996795654,-0.520578145980835,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.41801295560948987,3.445138968673407,-6.971198642955107,0.31661269244025736,0.03288080178055109,0.7233641708598417,0.037104069017896465,0.0044505282493878945,0.005809472647387498,0.0037239426429856084,0.005320246461779885,0.003940548236413623,0.0014513326959147978,0.0019615942702269924
1785211863.0506372,51,0.03349137306213379,-0.2097165584564209,0.07440948486328125,-0.6073973178863525,-0.4680652618408203,1.1447932720184326,2.1295082569122314,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.15140342712402344,2.7516100266400505,-7.9476165771484375,0.3545359443215763,-0.834259594188017,0.25208646175908106,-0.003576816297044941,0.0,0.0038779893359416977,0.005477958070612142,0.0030618811081905744,0.004377704791066349,0.0014598252877570726,0.002328699972811313
1785211869.3506923,51,0.5981020927429199,-0.09137082099914551,0.42369747161865234,-0.8057584762573242,-0.730622880599078,1.0238597393035889,2.4596307277679443,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.022504582124597886,1.664870767032399,-6.636788050333659,0.6562807793710747,-0.9367375841327742,0.5481433400920793,-0.13926595332575778,0.0038779893359416977,0.0035727637893727487,0.0056101827326421405,0.0032591521647988213,0.0039962794402758,0.002172798913380175,0.0014598547280263716
1785211885.4506934,51,-0.3513484001159668,-0.13525938987731934,0.4013700485229492,-0.7010106058681712,0.12059783935546875,1.5268537998199463,1.2114884853363037,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.0073261260986328125,-0.0073261260986328125,0.2686195373535156,2.1783613317153034,-6.624721863690545,-0.23154483121984146,-0.6617966820211971,0.8160166132683847,0.007886227439431584,0.0,0.006522944400256968,0.004450962786416735,0.0037646603841999175,0.004211664615011078,0.0012396989177392182,0.002925336450656701
1785211891.8506002,46,0.006276607513427734,-0.22092843055725098,-0.08082962036132812,-0.9198880195617676,0.042061753894971764,1.3100732824076777,1.1967313289642334,0.012210845947265625,-0.012210845947265625,-0.012210845947265625,-0.012210845947265625,0.012210845947265625,-0.010511398315429688,-0.00891876220703125,0.412805059681768,2.550087887307872,-8.069862469382908,-0.6097468915192977,-0.8037264243416165,0.5575409453848134,0.06297181481900423,0.03522998494684163,0.004842043629466086,0.006510575384387784,0.0034186445512511313,0.0035755146105166066,0.019503951187254016,0.004285257652540126
